개방자치단체코드,관리번호,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,냉동냉장창고동수,냉동냉장창고면적,데이터갱신시점,도로명주소,법인여부명,보관요율,보관장소면적,상세영업상태명,상세영업상태코드,시설/장비현황,업태보관및창고업,업태운송및택배업,업태제조업,업태판매업,영업상태코드,일반창고동수,일반창고면적,전화번호,좌표정보(X),좌표정보(Y),지번주소,직원수,최종수정시점
3910000,2012391022832500041,2013-03-05,영업/정상,,,,,451-862,,(주)티제이팜,I,0,0,2025-12-15 16:15:28,경기도 평택시 진위면 경기대로 2038,법인,,0,영업중,01,"렉,콘베어,지게차",1,,,,01,2,5009.28,0313795621,205883.221624691    ,402702.353481843    ,경기도 평택시 진위면 갈곶리 265번지 3호,140,2021-04-02 16:32:48
3910000,2012391022832500050,2013-03-05,영업/정상,,,,,451-822,,머크퍼포먼스머티리얼즈(주),I,0,0,2025-12-15 16:15:28,경기도 평택시 포승읍 평택항로 306,법인,111485,0,영업중,01,"팔레트885,folk lifer5기",1,,,,01,1,2833.19,0316807300,185419.515196763    ,387113.949649608    ,경기도 평택시 포승읍 원정리 1173번지 2호,174,2022-04-05 10:56:30
3910000,2026391042332500001,2026-01-06,영업/정상,,,,,,17718,(주)에이알,I,0,0,2026-01-07 22:00:03,경기도 평택시 진위면 삼남로 745-24,법인,,0,영업중,01,"화물용 승강기 1대, 화물용 수직 반송기 2대, 지게차 8대 등",1,,,,01,1,4793.90,0316151511,207952.680833479    ,398453.973690799    ,경기도 평택시 진위면 마산리 455-4,10,2026-01-06 17:40:45
3910000,2025391042332500014,2025-12-29,영업/정상,,,,,,17793,삼성전자로지텍(주),I,0,0,2026-01-01 03:00:03,경기도 평택시 청북읍 백봉길 64,법인,,0,영업중,01,"지게차 충전소, 차량 입출 차단기, 인랙스프링클러 등",1,,,,01,1,21031.16,0312703650,,,경기도 평택시 청북읍 어연리 682,940,2025-12-30 09:15:55
3910000,2012391022832500006,2013-02-28,폐업,2020-09-04,,,,450-130,,금호전기(주)용이동물류창고,I,0,0,2025-12-15 16:15:28,경기도 평택시 서동대로 4031-41 (용이동),법인,,0,폐업,03,,,,,,03,1,1540,0313794232,213509.782904425    ,388811.561877587    ,경기도 평택시 용이동 419번지 6호,,2020-09-04 16:51:30
3910000,2012391022832500009,2013-02-28,폐업,2020-01-21,,,,451-841,,(주)통인인터내셔날,I,0,0,2025-12-15 16:15:28,경기도 평택시 고덕면 방축길 228,법인,,0,폐업,03,,,,,,03,1,2590,023857551,204665.919304361    ,391257.223307309    ,경기도 평택시 고덕면 방축리 298번지 8호,,2020-10-12 14:56:38
3910000,2012391022832500010,2013-02-28,폐업,2014-05-13,,,,451-852,,(주)한진,I,0,0,2025-12-15 16:15:28,경기도 평택시 서탄면 사리길 53,법인,,0,폐업,03,,,,,,03,1,1500,0316160913,204010.766546551    ,400832.792289325    ,경기도 평택시 서탄면 사리 841번지 7호,,2014-05-01 09:21:58
3910000,2012391022832500013,2013-02-28,폐업,2024-01-01,,,,,17817,(주)에이치엘홀딩스 안중센터,I,0,0,2025-12-15 16:15:28,경기도 평택시 안중읍 서동대로 1743 ((주)한라홀딩스 안중센터),법인,,0,폐업,03,,,,,,03,1,6795.72,0316868085,194875.023604098    ,387857.234530988    ,경기도 평택시 안중읍 대반리 241번지 1호,,2024-10-24 17:30:12
3910000,2012391022832500014,2013-02-28,폐업,,,,,451-822,,(주)마이스터포승물류센터,I,0,0,2025-12-15 16:15:28,경기도 평택시 포승읍 평택항로268번길 132,법인,75000,0,폐업,03,지게차,1,,,,03,1,4840,0316830937,186575.424568484    ,387129.313819935    ,경기도 평택시 포승읍 도곡리 1209번지 1호,12,2017-12-12 19:25:09
3910000,2012391022832500015,2013-02-28,폐업,2013-02-28,,,,451-822,,(주)농협물류,I,0,0,2025-12-15 16:15:28,경기도 평택시 포승읍 무수길 9-6,법인,,0,폐업,03,,,,,,03,2,2590,0220799839,188615.229854186    ,387227.848967941    ,경기도 평택시 포승읍 도곡리 901번지 12호,,2013-03-06 17:43:17
3910000,2012391022832500016,2013-02-28,폐업,2013-02-28,,,,451-823,,(주)농협물류,I,0,0,2025-12-15 16:15:28,경기도 평택시 포승읍 포승남로 281,법인,,0,폐업,03,,,,,,03,1,1785.53,0220799839,189877.564653476    ,384374.625174351    ,경기도 평택시 포승읍 신영리 27번지 1호,,2013-03-06 17:39:15
3910000,2012391022832500018,2013-02-28,폐업,2016-10-24,,,,450-060,,용마로지스(주),I,0,0,2025-12-15 16:15:28,경기도 평택시 청룡길 181 (청룡동),법인,,0,폐업,03,,,,,,03,1,3242.18,0232906413,210966.626666103    ,391682.78499625     ,경기도 평택시 청룡동 172번지 1호,,2016-10-31 14:13:15
3910000,2012391022832500020,2013-02-28,폐업,2017-12-22,,,,451-822,,제이앤제이휴먼텍(주),I,0,0,2025-12-15 16:15:28,경기도 평택시 포승읍 남양만로 42,법인,,0,폐업,03,,,,,,03,2,3209,0316848053,183520.200689556    ,389574.241328081    ,경기도 평택시 포승읍 원정리 1019번지 4호,,2018-01-02 13:16:01
3910000,2012391022832500023,2013-03-04,폐업,2014-05-26,,,,451-822,,(주)평택마린,I,0,0,2025-12-15 16:15:28,경기도 평택시 포승읍 포승공단순환로 537,법인,,0,폐업,03,,,,,,03,1,6084.36,0316866795,,,경기도 평택시 포승읍 원정리 1173번지,,2014-05-30 12:49:22
3910000,2012391022832500024,2013-03-04,폐업,2021-12-31,,,,451-822,,씨제이대한통운(주),I,0,0,2025-12-15 16:15:28,경기도 평택시 포승읍 불당길 128-17,법인,,0,폐업,03,,,,,,03,2,2304,0316291750,188051.38244119     ,387565.692287673    ,경기도 평택시 포승읍 도곡리 125번지 2호,,2021-12-31 11:28:19
3910000,2012391022832500025,2013-03-04,폐업,2018-07-25,,,,,,씨제이대한통운(주),I,0,0,2025-12-15 16:15:28,,법인,,5527,폐업,03,,,,,,03,0,0,0315471389,,,경기도 평택시 모곡동 279-1(고가하부),,2018-07-26 10:52:19
3910000,2012391022832500026,2013-03-04,폐업,,,,,451-852,,씨제이대한통운(주),I,0,0,2025-12-15 16:15:28,경기도 평택시 서탄면 수월암4길 160,법인,,0,폐업,03,,,,,,03,1,1051,0317259231,,,경기도 평택시 서탄면 수월암리 265번지,,2020-07-15 09:37:42
3910000,2012391022832500028,2013-03-04,폐업,,,,,451-864,,(주)파나라인,I,0,0,2025-12-15 16:15:28,경기도 평택시 진위면 남부대로 616,법인,,0,폐업,03,"컨베이어,지게차",1,,,,03,1,2855.18,025545533,208644.946510665    ,402467.388751318    ,경기도 평택시 진위면 동천리 609번지 4호,10,2017-12-12 19:24:39
3910000,2012391022832500031,2013-03-04,폐업,2014-07-09,,,,451-713,,하이비지니스로지스틱스(주),I,0,0,2025-12-15 16:15:28,경기도 평택시 진위면 엘지로 222,법인,,0,폐업,03,,,,,,03,1,2843,0221635618,,,경기도 평택시 진위면 청호리 19번지 1호,,2014-07-10 08:48:05
3910000,2012391022832500032,2013-03-04,폐업,2014-07-01,,,,451-713,,하이비지니스로지스틱스(주),I,0,0,2025-12-15 16:15:28,경기도 평택시 진위면 엘지로 222,법인,,0,폐업,03,,,,,,03,1,1851,0221635618,,,경기도 평택시 진위면 청호리 19번지 1호,,2014-06-30 08:54:09
3910000,2012391022832500033,2013-03-04,폐업,,,,,459-040,,롯데로지스틱스(주),I,0,0,2025-12-15 16:15:28,경기도 평택시 산단로16번길 43 (모곡동),법인,5445,0,폐업,03,"랙,지게차",1,,,,03,3,8043.11,0220953153,,,경기도 평택시 모곡동 445번지,2,2019-04-26 09:39:37
3910000,2012391022832500034,2013-03-04,폐업,2017-07-07,,,,451-883,,오뚜기물류서비스(주),I,0,0,2025-12-15 16:15:28,경기도 평택시 안중읍 덕우로 423,법인,,0,폐업,03,,,,,,03,4,6469,0312844066,194655.419789248    ,390868.280117758    ,경기도 평택시 안중읍 용성리 123번지 12호,,2017-09-29 08:54:51
3910000,2012391022832500036,2013-03-05,폐업,2018-01-02,,,,450-100,,평택농업협동조합,I,0,0,2025-12-15 16:15:28,경기도 평택시 경기대로 682 (세교동),법인,,0,폐업,03,,,,,,03,2,1008.72,0316523811,206539.589396374    ,389917.727865463    ,경기도 평택시 세교동 400번지 7호,,2018-01-03 16:53:54
3910000,2012391022832500038,2013-03-05,폐업,,,,,451-822,,메이플트리로그평택(주),I,0,0,2025-12-15 16:15:28,경기도 평택시 포승읍 포승공단로117번길 135,법인,,0,폐업,03,수직반송기,1,,,,03,1,4950,0237826929,185480.977269804    ,387667.987625481    ,경기도 평택시 포승읍 원정리 1203번지 1호,1,2017-12-12 20:10:12
3910000,2012391022832500040,2013-03-05,폐업,,,,,459-090,,노마드물류,I,0,0,2025-12-15 16:15:28,경기도 평택시 도일유통길 38-8 (도일동),개인,,0,폐업,03,,1,,,,03,3,1012.5,,208968.298438651    ,392855.578075527    ,경기도 평택시 도일동 1173번지 4호,3,2017-12-12 19:22:07
3910000,2012391022832500042,2013-03-05,폐업,2017-12-20,,,,451-823,,세진글로벌,I,0,0,2025-12-15 16:15:28,경기도 평택시 포승읍 직산동길 87-14,개인,,0,폐업,03,,,,,,03,3,6519.9,0316847381,,,경기도 평택시 포승읍 신영리 342번지,,2018-01-02 13:15:42
3910000,2012391022832500043,2013-03-05,폐업,,,,,451-821,,포승농산,I,1,8030.08,2025-12-15 16:15:28,경기도 평택시 포승읍 평택항만길 305,개인,,0,폐업,03,,1,,,,03,0,0,027983761,185486.100661847    ,385897.491668316    ,경기도 평택시 포승읍 만호리 610번지 2호,1,2017-12-12 19:21:18
3910000,2012391022832500044,2013-03-05,폐업,,,,,451-821,,에이엘농산(주),I,0,0,2025-12-15 16:15:28,경기도 평택시 포승읍 평택항만길 305,법인,,0,폐업,03,"화물적재시스템,도크레벨러",1,,,,03,1,3036.89,027983761,185486.100661847    ,385897.491668316    ,경기도 평택시 포승읍 만호리 610번지 2호,3,2017-12-12 19:20:28
3910000,2012391022832500045,2013-03-05,폐업,2017-06-30,,,,451-852,,장수상사,I,0,0,2025-12-15 16:15:28,경기도 평택시 서탄면 서탄로 470-43,개인,,0,폐업,03,,,,,,03,2,3192,0316656679,202436.3495767      ,402134.943435079    ,경기도 평택시 서탄면 수월암리 952번지 6호,,2017-07-06 14:55:25
3910000,2012391022832500046,2013-03-05,폐업,2018-04-25,2018-04-01,2018-10-01,,451-821,,(주)한미로지텍,I,0,0,2025-12-15 16:15:28,경기도 평택시 포승읍 하만호길 243,법인,,3305.8,폐업,03,,,,,,03,1,1983.48,0316815903,186560.920667463    ,384026.530892402    ,경기도 평택시 포승읍 만호리 340번지 5호,,2018-04-30 11:25:43
3910000,2012391022832500047,2013-03-05,폐업,2019-01-11,,,,451-823,,(주)유성티엔에스,I,0,0,2025-12-15 16:15:28,경기도 평택시 포승읍 서동대로 437-177,법인,,0,폐업,03,,,,,,03,1,4320.32,0316819591,,,경기도 평택시 포승읍 신영리 943번지,,2019-02-15 13:41:19
3910000,2012391022832500048,2013-03-05,폐업,2018-10-24,,,,451-852,,선진로지스틱스(주),I,0,0,2025-12-15 16:15:28,경기도 평택시 서탄면 발안로 1198-5,법인,,0,폐업,03,,,,,,03,1,12828,0316671045,,,경기도 평택시 서탄면 수월암리 215번지,,2018-10-24 17:57:04
3910000,2012391022832500049,2013-03-05,폐업,2019-04-30,,,,451-852,,(주)일양물류,I,0,0,2025-12-15 16:15:28,경기도 평택시 서탄면 발안로 1198-5,법인,,0,폐업,03,,,,,,03,3,3144.73,027105893,,,경기도 평택시 서탄면 수월암리 215번지,,2019-05-08 10:43:15
3930000,2024393042332500001,2024-09-11,영업/정상,,,,,,15428,쿠팡로지스틱스서비스(유),I,0,0,2025-12-24 02:40:00,"경기도 안산시 단원구 해봉로 232, GREY BOX 안산물류센터 (성곡동)",법인,,0,영업중,01,"철제슬로프 1개소, 지게차 3대",,1,,,01,1,13631.76,03115449898,179340.260535887    ,424493.652937652    ,경기도 안산시 단원구 성곡동 594-5 GREY BOX 안산물류센터,60,2025-12-22 13:23:41
3930000,2021393042332500001,2021-05-14,폐업,2024-07-11,,,,,15657,주식회사 로지스밸리에스엘케이,I,0,0,2025-12-15 16:15:28,"경기도 안산시 단원구 시화호수로 835, 3층 (성곡동)",법인,,0,폐업,03,,,,,,03,1,35668,0316779650,,,경기도 안산시 단원구 성곡동 796,,2024-07-09 17:32:43
3930000,2025393052732500001,2025-05-19,영업/정상,,,,,,15523,쿠팡로지스틱스서비스(유),I,0,0,2025-12-24 02:40:00,"경기도 안산시 상록구 충정공길 2, 사사동 물류센터 (사사동)",법인,,0,영업중,01,"모토소터, 지게차 등",,1,,,01,1,22432.84,03115449898,193431.224000579    ,421858.298347013    ,경기도 안산시 상록구 사사동 119-18 사사동 물류센터,130,2025-12-22 13:20:42
3930000,2025393052732500002,2025-07-07,영업/정상,,,,,,15411,이안기업(주),I,0,0,2025-12-15 16:15:28,경기도 안산시 단원구 번영로 162 (성곡동),법인,25000,0,영업중,01,"랙, 지게차, 대차",1,,,,01,1,3780,0313580712,176958.856700528    ,424613.305894825    ,경기도 안산시 단원구 성곡동 662-8,17,2025-07-07 15:36:40
3930000,2025393052732500003,2025-07-29,영업/정상,,,,,,15428,(주)컬리,I,1,2943.6,2025-12-15 16:15:28,"경기도 안산시 단원구 해봉로 232, GREY BOX 안산물류센터 3층 (성곡동)",법인,3900,0,영업중,01,"파렛트랙, 선반랙, 지게차, EPT",,1,,,01,1,2071.5,0314940991,179340.260535887    ,424493.652937652    ,경기도 안산시 단원구 성곡동 594-5 GREY BOX 안산물류센터 3층,50,2025-08-01 11:19:17
3930000,2012393027032500001,2012-08-10,영업/정상,,,,,,15414,(주)한진,I,0,0,2025-12-15 16:15:28,경기도 안산시 단원구 번영1로 35 (성곡동),법인,8485,0,영업중,01,소화물분류기1대,1,,,,01,1,1074.1,0314336213,176488.078743247    ,424387.678686065    ,경기도 안산시 단원구 성곡동 710번지 4호,5,2022-02-15 18:02:34
3930000,2013393027032500002,2012-08-10,영업/정상,,,,,,15422,(주)임팩스,I,0,0,2025-12-15 16:15:28,경기도 안산시 단원구 성곡로134번길 14 (성곡동),법인,3000,0,영업중,01,"이동식도크1대
지게차1대",1,,,,01,1,2376,0314945006,178618.878686353    ,424301.730180965    ,경기도 안산시 단원구 성곡동 641번지 1호,18,2021-12-14 09:29:00
3930000,2013393027032500004,2012-08-16,영업/정상,,,,,,15414,대경티엘에스(주),I,0,0,2025-12-15 16:15:28,"경기도 안산시 단원구 번영1로 19, 대경티엘에스(주) (성곡동)",법인,6000,0,영업중,01,"리프트,
지게차7대",1,,,,01,3,16042.75,0314988588,,,경기도 안산시 단원구 성곡동 710번지 대경티엘에스(주),104,2021-04-07 15:35:29
3930000,2018393037532500001,2018-11-19,영업/정상,,,,,,15657,주식회사 엘엑스판토스,I,0,0,2025-12-15 16:15:28,경기도 안산시 단원구 엠티브이6로18번길 23 (성곡동),법인,10000,0,영업중,01,"항온.항습설비, 전동식 지게차 20대, 화물차량(5톤) 2대, 유압식 토크레벨러 5기, 화물용 엘리베이터(5톤) 5기 등",1,,,,01,1,87901.79,0314994786,,,경기도 안산시 단원구 성곡동 795번지,188,2024-04-30 17:51:28
3930000,2019393042332500001,2012-08-16,영업/정상,,,,,,15429,롯데글로벌로지스(주),I,0,0,2025-12-15 16:15:28,경기도 안산시 단원구 원시로 239-13 (원시동),법인,,0,영업중,01,지게차3대,,,,,01,1,1876.50,0221703116,,,경기도 안산시 단원구 원시동 714번지,18,2024-06-28 18:20:02
3930000,2019393042332500002,2012-08-16,영업/정상,,,,,,15611,롯데글로벌로지스(주),I,0,0,2025-12-15 16:15:28,"경기도 안산시 단원구 해안로 201, 롯데알미늄(주) 안산공장 (원시동)",법인,,0,영업중,01,"랙설치, 지게차4대",1,,,,01,2,3839.73,0221703116,,,경기도 안산시 단원구 원시동 822번지 롯데알미늄(주) 안산공장,17,2024-06-28 18:17:48
3930000,2021393042332500002,2021-07-02,영업/정상,,,,,,15598,(주)아트사인,I,0,0,2025-12-15 16:15:28,경기도 안산시 단원구 별망로459번길 66 (목내동),법인,9000,0,영업중,01,"경락렉설치, 화물용엘리베이터1대,지게차1대",1,,,,01,2,3152.69,028628811,,,경기도 안산시 단원구 목내동 396,7,2022-08-22 11:01:51
3930000,2022393042332500002,2022-08-12,영업/정상,,,,,,15523,쿠팡로지스틱스서비스 유한회사,I,0,0,2025-12-24 02:40:00,경기도 안산시 상록구 안산테콤길 10 (사사동),법인,8000,0,영업중,01,"지게차,네트워크장비,PDA.롤테이너 등",1,1,,,01,1,1701.45,0261508309,193878.471645833    ,421680.254955214    ,경기도 안산시 상록구 사사동 119-4,132,2025-12-22 13:24:40
3930000,2022393042332500003,2022-09-05,영업/정상,,,,,,15657,쿠팡풀필먼트서비스 유한회사,I,0,0,2025-12-15 16:15:28,"경기도 안산시 단원구 시화호수로 835, 시화MTV물류센터 1,2,3,4층 (성곡동)",법인,650,0,영업중,01,"지게차,수직반송기,컨베이어,Pallet Rack",,1,,,01,1,90277.86,0261508830,,,경기도 안산시 단원구 성곡동 796 시화MTV물류센터,600,2025-11-25 09:36:31
3930000,2023393042332500001,2023-03-07,영업/정상,,,,,,15434,주식회사 비앤피로지스,I,0,0,2025-12-15 16:15:28,"경기도 안산시 단원구 범지기로141번길 90, ALPHA FLUX 1동 4층 (원시동)",법인,,0,영업중,01,"전동지게차, 하이리치지게차, 핸드파레트",1,,,,01,1,26057,,182066.428722935    ,423293.708411215    ,경기도 안산시 단원구 원시동 776-6 ALPHA FLUX,23,2024-03-06 13:30:57
3930000,2023393042332500002,2023-03-22,영업/정상,,,,,,15434,스타로드알파플럭스일반사모부동산제11호투자회사,I,1,25956.83,2025-12-15 16:15:28,"경기도 안산시 단원구 범지기로141번길 90, ALPHA FLUX 1동 지하,1,2,3,7층 (원시동)",법인,,0,영업중,01,지게차,1,,,,01,1,2897.92,023193014,182066.428722935    ,423293.708411215    ,경기도 안산시 단원구 원시동 776-6 ALPHA FLUX 1동,44,2023-04-03 16:16:08
3930000,2023393042332500003,2023-07-28,영업/정상,,,,,,15434,(주)브렌치포인트,I,1,16420.97,2025-12-15 16:15:28,경기도 안산시 단원구 산단로 158 (원시동),법인,,0,영업중,01,일반창고 및 냉동창고,1,,,,01,1,20192.01,0220087031,,,경기도 안산시 단원구 원시동 780,14,2023-11-10 09:13:57
3930000,2023393042332500030,2023-07-28,영업/정상,,,,,,15434,(주)브렌치포인트,I,1,10774.75,2025-12-15 16:15:28,경기도 안산시 단원구 산단로 158 (원시동),법인,,31240.35,영업중,01,,1,,,,01,1,20466.6,0314939877,,,경기도 안산시 단원구 원시동 780,16,2023-08-07 09:18:05
3930000,2022393042332500001,2022-08-03,휴업,2023-05-31,2023-03-09,2023-05-31,,,15434,주식회사 포커스온투자개발,I,1,17900.62,2025-12-15 16:15:28,"경기도 안산시 단원구 범지기로141번길 90, ALPHA FLUX (원시동)",법인,,0,휴업,02,,,,,,02,1,17878.57,,182066.428722935    ,423293.708411215    ,경기도 안산시 단원구 원시동 776-6 ALPHA FLUX,,2023-03-13 09:54:44
3930000,2013393027032500003,2013-03-08,폐업,2015-07-13,,,,,,반월농업협동조합,I,0,0,2025-12-15 16:15:28,경기도 안산시 상록구 건건로 37 (건건동),법인,50,1065.66,폐업,03,지게차1대,1,,,,03,3,1065.66,0314370017,,,,4,2018-01-11 13:08:19
3930000,2013393027032500005,2013-03-08,폐업,2016-01-06,,,,,,롯데로지스틱스(주),I,0,0,2025-12-15 16:15:28,경기도 안산시 단원구 만해로 213 (성곡동),법인,5160,9014.8,폐업,03,지게차7대,1,,,,03,1,9014.8,0220953072,,,,11,2018-01-11 13:07:05
3930000,2013393027032500006,2012-08-16,폐업,,,,,,15429,롯데로지스틱스(주) 제2공장,I,0,0,2025-12-15 16:15:28,"경기도 안산시 단원구 원시로 239-13, 롯데로지스틱스(주) 제2공장 (원시동)",법인,6050,1876.5,폐업,03,지게차3대,1,,,,03,1,1876.5,0220953072,,,경기도 안산시 단원구 원시동 714번지 롯데로지스틱스(주) 제2공장,30,2018-11-22 16:30:35
3930000,2013393027032500007,2012-08-16,폐업,,,,,,15611,롯데로지스틱스(주) 제1공장,I,0,0,2025-12-15 16:15:28,"경기도 안산시 단원구 해안로 201, 롯데로지스틱스 제1공장 (원시동)",법인,6050,3839.73,폐업,03,"랙설치,
지게차4대",1,,,,03,2,3839.73,0220953072,,,경기도 안산시 단원구 원시동 822번지 롯데로지스틱스 제1공장,15,2018-11-22 16:26:13
3930000,2015393031232500001,2012-08-10,폐업,2021-09-09,,,,426-807,,반월농협경제사업소,I,0,0,2025-12-15 16:15:28,경기도 안산시 상록구 해안로 1196 (본오동),법인,,0,폐업,03,,,,,,03,2,1065.66,0314190972,188781.252305732    ,420835.635907049    ,경기도 안산시 상록구 본오동 18번지 1호,,2021-09-10 09:30:12
3930000,2024393042332500002,2024-12-02,영업/정상,,,,,,15410,(주)헤리티지박스,I,0,0,2025-12-15 16:15:28,경기도 안산시 단원구 정왕천동로 198 (성곡동),법인,10000,0,영업중,01,미정,1,,,,01,1,41800.95,0314341106,,,경기도 안산시 단원구 성곡동 660,0,2024-12-02 13:17:39
3940000,2012394025732500002,2012-07-31,영업/정상,,,,,410-530,,씨제이대한통운(주) (서울지사 덕양A sub),I,0,0,2025-12-15 16:15:28,경기도 고양시 일산동구 성현로 615 (사리현동),법인,,0,영업중,01,"켄베어 25식, 지게차 1대",,1,,,01,1,1172.16,0319635763,,,경기도 고양시 일산동구 사리현동 137번지,246,2024-04-16 09:24:03
3940000,2022394042332500003,2022-07-27,폐업,2023-07-31,,,,,10575,씨제이대한통운(주) (서울제약센터),I,0,0,2025-12-15 16:15:28,"경기도 고양시 덕양구 삼막3길 10, 고양삼송로지스힐 7,8층 (오금동)",법인,,0,폐업,03,,,1,,,03,1,8200.6,,,,경기도 고양시 덕양구 오금동 687,,2023-10-10 14:26:04
3940000,2012394025732500006,2012-08-09,영업/정상,,,,,412-809,,(주)한진,I,0,0,2025-12-15 16:15:28,경기도 고양시 덕양구 대주로 499 (주교동),법인,,0,영업중,01,없음,1,1,,,01,2,1524,0318189071,184539.21938357     ,461777.813432932    ,경기도 고양시 덕양구 주교동 220번지 9호,106,2023-08-28 14:04:53
3940000,2013394025732500002,2013-07-26,영업/정상,,,,,410-815,,주식회사 케이티서비스남부,I,0,0,2025-12-15 16:15:28,경기도 고양시 일산동구 경의로 235 (백석동),법인,5000,14352,영업중,01,"랙설치, 소터기 설치 / 지게차, 해드리프트 등",1,,,,01,2,6211,0319078362,,,경기도 고양시 일산동구 백석동 1141번지,14,2025-03-17 11:01:01
3940000,2017394029832500001,2017-05-16,영업/정상,,,,,,10245,롯데글로벌로지스(주),I,0,0,2025-12-15 16:15:28,경기도 고양시 일산동구 고봉로819번길 60 (설문동),법인,,0,영업중,01,분류장비,,1,,,01,6,2360.24,0319763315,182173.786468377    ,469639.110460848    ,경기도 고양시 일산동구 설문동 634번지 8호 외 7필지,10,2024-06-18 11:42:44
3940000,2020394040332500001,2020-01-20,영업/정상,,,,,,10432,씨제이대한통운(주)(서대문SUB),I,0,0,2025-12-15 16:15:28,경기도 고양시 일산동구 장항로 179 (장항동),법인,0,7317,영업중,01,물류기기 및 컨베이어,,1,,,01,1,3049.69,0319606507,,,경기도 고양시 일산동구 장항동 615번지,15,2024-04-16 14:16:29
3940000,2020394040332500002,2020-07-15,영업/정상,,,,,,10315,(주)지에스네트웍스(고양지점),I,1,7191,2025-12-15 16:15:28,경기도 고양시 일산동구 사리현로 101-11 (식사동),법인,,0,영업중,01,없음,1,,,,01,1,15965,0319447151,184819.613703634    ,465322.772359624    ,경기도 고양시 일산동구 식사동 2-8,234,2023-08-28 14:14:54
3940000,2022394042332500001,2022-03-29,영업/정상,,,,,,10279,씨제이대한통운(주)용산지사,I,0,0,2025-12-15 16:15:28,경기도 고양시 덕양구 동헌로 337 (대자동),법인,,0,영업중,01,"벨트컨베이어, 롤러컨베이어 등",1,1,,,01,1,5647,0220469451,190354.905150401    ,467487.404694684    ,경기도 고양시 덕양구 대자동 596-1,21,2024-04-16 14:15:04
3940000,2022394042332500004,2022-08-01,영업/정상,,,,,,10575,씨제이대한통운(주) (마포B Sub),I,0,0,2025-12-15 16:15:28,"경기도 고양시 덕양구 삼막3길 10, 고양삼송로지스힐 5층 (오금동)",법인,,0,영업중,01,"컨베이어, 고정식스태너 외 다수",,1,,,01,1,5281,,,,경기도 고양시 덕양구 오금동 687,10,2024-04-15 16:25:49
3940000,2022394042332500005,2022-08-01,영업/정상,,,,,,10575,씨제이대한통운(주) (마포A Sub),I,0,0,2025-12-15 16:15:28,"경기도 고양시 덕양구 삼막3길 10, 고양삼송로지스힐 지하2층 (오금동)",법인,,0,영업중,01,"컨베이어벨트, 고정식스태너 외 다수",,1,,,01,1,8727,,,,경기도 고양시 덕양구 오금동 687,11,2024-04-15 17:13:06
3940000,2022394042332500006,2022-08-22,영업/정상,,,,,,10575,"씨제이대한통운(주) (은평A,B Sub )",I,0,0,2025-12-15 16:15:28,"경기도 고양시 덕양구 삼막3길 10, 지하1층,지상1층 (오금동)",법인,,0,영업중,01,"컨베이어,고정식스캐너 외 다수",,1,,,01,1,16159,,,,경기도 고양시 덕양구 오금동 687,19,2024-04-15 17:12:23
3940000,2022394042332500007,2022-08-26,영업/정상,,,,,,10539,쿠팡로지스틱스서비스 유한회사,I,0,0,2026-01-02 02:40:00,경기도 고양시 덕양구 중앙로62번길 32 (덕은동),법인,,0,영업중,01,"지게차, 네트워크장비, PDA, 롤테이너 등",1,1,,,01,1,1013.78,0261508309,,,경기도 고양시 덕양구 덕은동 12,132,2025-12-31 15:26:30
3940000,2022394042332500008,2022-08-26,영업/정상,,,,,,10550,쿠팡로지스틱스서비스 유한회사,I,0,0,2026-01-02 02:40:00,"경기도 고양시 덕양구 권율대로 570, 1층 (원흥동)",법인,,0,영업중,01,"지게차, 네트워크 장비, PDA, 롤테이너 등",1,1,,,01,1,11818,0261508309,,,경기도 고양시 덕양구 원흥동 701,132,2025-12-31 15:33:14
3940000,2022394042332500009,2022-08-26,영업/정상,,,,,,10304,쿠팡로지스틱스서비스 유한회사,I,0,0,2026-01-02 02:40:00,경기도 고양시 일산동구 고양대로1080번길 24 (식사동),법인,,0,영업중,01,"지게차, 네트워크장비, PDA, 롤테이너 등",1,1,,,01,1,1678.60,0261508309,183056.277962544    ,462928.011754112    ,경기도 고양시 일산동구 식사동 604-1,132,2025-12-31 15:28:02
3940000,2023394042332500001,2023-03-02,영업/정상,,,,,,10550,쿠팡풀필먼트서비스 유한회사,I,0,0,2025-12-15 16:15:28,경기도 고양시 덕양구 권율대로 570 (원흥동),법인,,0,영업중,01,"지게차,메자닌,랙,컨베이어 등",1,1,,,01,1,123568.9,,,,경기도 고양시 덕양구 원흥동 701,3300,2025-05-15 15:28:59
3940000,2023394046332500001,2023-07-03,영업/정상,,,,,,10212,삼양로지스틱스(주),I,0,0,2026-01-02 02:40:00,"경기도 고양시 일산서구 송포백송길 6, 삼양식품 (덕이동)",법인,,0,영업중,01,"렉,지게차,핸드자키",1,,,,01,1,1604.52,0319178444,176951.429109462    ,465809.732961233    ,경기도 고양시 일산서구 덕이동 990-1 삼양식품,16,2025-12-31 15:30:37
