개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,총직원수,축산업무구분명,축산일련번호,최종수정시점
6440000,644000000519820002,1982-06-04,,폐업,2012-11-01,2011-07-07,2012-07-06,,2745.8,330-270,,충희식품,I,000,2025-12-15 16:15:28,충청남도 천안시 동남구 풍세로 748 (청당동),폐업,0002,03,0415558800,,, 379-1번지 ,0,도축업,,2012-12-31 15:27:13
6440000,644000000519850002,1985-06-15,,폐업,2006-01-25,,,,1440.5,336-812,,(주)아산농산 도축장,I,000,2025-12-15 16:15:28,충청남도 아산시 염치읍 곡교리길10번길 33-25,폐업,0002,03,0415423146,198140.026501492    ,367229.613118087    ,충청남도 아산시 염치읍 곡교리 208번지 40호 ,0,도축업,,2006-01-25 15:47:04
6440000,644000000519850003,1985-07-15,,폐업,2007-08-22,2004-10-08,2006-10-07,,810.4,330-938,,삼청산업 도계장,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,, 221-6번지 ,0,도축업,,2015-12-11 16:04:10
6440000,644000000519910001,1991-01-07,,폐업,2013-12-20,,,,2671.4,343-826,,(주)매산씨앤에프,I,L00,2025-12-15 16:15:28,충청남도 당진시 송악읍 송악로 625-1,폐업,0002,03,0413519999,,,충청남도 당진시 송악읍 중흥리 358번지 ,0,도축업,,2015-12-11 16:02:24
6440000,644000000519940001,1994-04-18,,폐업,2019-11-29,,,,1776.35,314-813,,(주)옐로우덕 의당공장,I,L00,2025-12-15 16:15:28,충청남도 공주시 의당면 의당로 190,폐업,0002,03,,,,충청남도 공주시 의당면 청룡리 914번지 ,0,도축업,,2019-11-29 12:55:05
6440000,644000000520080001,2008-01-28,,폐업,2008-01-28,,,,5594.26,323-961,,(주)해마로식품,I,L00,2025-12-15 16:15:28,충청남도 부여군 초촌면 금백로 1007,폐업,0002,03,,202883.949667002    ,308906.317067508    ,충청남도 부여군 초촌면 세탑리 14번지 18호 ,0,도축업,,2015-12-11 16:00:34
6440000,644000000520130001,2013-12-30,,폐업,2015-09-11,,,,3485.14,,,(합)풍덕 제2공장,I,L00,2025-12-15 16:15:28,충청남도 당진시 송악읍 송악로 625-1,폐업,0002,03,0413519999,,,충청남도 당진시 송악읍 중흥리 358번지 ,0,도축업,,2015-12-11 15:59:47
6460000,646000000520070001,2007-06-21,,휴업,,2025-12-12,2026-12-11,,5610,530-828,,농업회사법인 (주) 푸드모션,I,L00,2025-12-15 16:15:28,전라남도 목포시 신지마을1길 117 (석현동),휴업,0001,02,0613835212,,,전라남도 목포시 석현동  15번지 ,50,도축업,,2025-12-12 16:16:12
6460000,646000000519960001,1996-07-09,,영업/정상,,,,,3369.32,,,㈜오성식품,I,L00,2025-12-15 16:15:28,전라남도 목포시 고하대로 1140-53 (대양동),정상,0000,01,0612819944,,,전라남도 목포시 대양동 산82번지 6호 ,0,도축업,,2021-07-13 08:08:21
6460000,646000000520070002,1991-12-14,,폐업,2015-03-03,,,,0,520-320,,농협나주축산물공판장,I,L00,2025-12-15 16:15:28,전라남도 나주시 나주서부로 37-20 (운곡동),폐업,0002,03,0613333601,,,전라남도 나주시 운곡동  80번지 ,0,도축업,,2019-02-19 10:18:15
6460000,646000000519740001,1974-09-23,,취소/말소/만료/정지/중지,2018-04-04,,,,15740,,,우성식품(주),I,L00,2025-12-15 16:15:28,전라남도 함평군 학교면 학교길 281-22,말소,0004,04,0613239891,158087.186185509    ,170443.039549109    ,전라남도 함평군 학교면 사거리 335번지 157호 ,0,도축업,,2018-04-20 18:52:55
6460000,646000000519980004,1998-09-15,,영업/정상,,,,,12191,,,농업회사법인주식회사사조원나주공장,I,L00,2025-12-15 16:15:28,전라남도 나주시 금천면 금영로 792,정상,0000,01,0613313383,177801.394990716    ,168882.76590203     ,전라남도 나주시 금천면 고동리 313번지 2호 ,0,도축업,,2024-11-20 10:25:47
6460000,646000000519980003,1998-03-28,,영업/정상,,,,2024-11-11,2316.71,,,㈜유진,I,L00,2025-12-15 16:15:28,전라남도 여수시 망양로 514-16 (오천동),정상,0000,01,0616519211,,,전라남도 여수시 오천동  176번지 2호 ,30,도축업,,2024-11-11 16:19:09
6460000,646000000519980002,1998-11-02,,영업/정상,,,,,3828.91,,,(주)중앙축산농업회사법인 1공장,I,L00,2025-12-15 16:15:28,전라남도 나주시 금천면 영산로 5576-19,정상,0000,01,0613321130,,,전라남도 나주시 금천면 원곡리 915번지 ,42,도축업,,2025-10-31 10:49:18
6460000,646000000519970002,2016-08-30,,영업/정상,,,,,3340.64,,,(주)일영이부쳐스,I,L00,2025-12-15 16:15:28,전라남도 나주시 동수농공단지길 160-13 (오량동),정상,0000,01,0613328987,,,전라남도 나주시 오량동  311번지 ,0,도축업,,2025-05-07 15:14:59
6460000,646000000519970001,1997-02-27,,영업/정상,,,,,27090,540-240,,새순천축산,I,000,2025-12-15 16:15:28,전라남도 순천시 홍내교길 106 (홍내동),정상,0000,01,0617417030,247220.551605107    ,157502.878626801    ,전라남도 순천시 홍내동  169번지 34호 ,0,도축업,,2023-05-23 13:32:35
6460000,646000000520000001,2000-11-27,,영업/정상,,,,,5693,545-802,,(주)대호축산,I,L00,2025-12-15 16:15:28,전라남도 광양시 광양읍 해광로 719-30,정상,0000,01,0617360986,253356.313391799    ,161330.18366987     ,전라남도 광양시 광양읍 세풍리 367번지 3호 ,0,도축업,,2024-10-31 09:46:41
6460000,646000000520000002,2000-03-15,,영업/정상,,,,,3659.2,517-801,,농업회사법인유한회사참푸른글로벌,I,L00,2025-12-15 16:15:28,전라남도 담양군 담양읍 월광로 43,정상,0000,01,0613839090,197714.768019029    ,203815.262291696    ,전라남도 담양군 담양읍 운교리 360번지 2호 ,0,도축업,,2025-03-06 17:08:18
6460000,646000000520000003,2000-01-08,,영업/정상,,,,,6328,,,(주)대원축산,I,L00,2025-12-15 16:15:28,전라남도 장성군 황룡면 강변로 420-14,정상,0000,01,0613936776,178696.835932785    ,197947.102371852    ,전라남도 장성군 황룡면 월평리 616번지 4호 ,0,도축업,,2018-08-11 13:55:24
6460000,646000000520020001,2002-04-18,,영업/정상,,,,,5862,,,농업회사법인 (주)사조원 나주공장,I,L00,2025-12-15 16:15:28,전라남도 나주시 금천면 금영로 792,정상,0000,01,0613318383,178009.723457145    ,168994.589117034    ,전라남도 나주시 금천면 고동리 3번지 1호 ,0,도축업,,2024-11-20 10:26:14
6460000,646000000520070003,2007-09-17,,영업/정상,,,,,5313.84,520-330,,(주)정다운,I,L00,2025-12-15 16:15:28,전라남도 나주시 동수농공단지길 155 (동수동),정상,0000,01,0613355283,,,전라남도 나주시 동수동  325번지 0호 ,0,도축업,,2024-01-16 16:30:55
6460000,646000000520070004,2007-09-21,,영업/정상,,,,,2585.03,,,주식회사 미스터덕,I,L00,2025-12-15 16:15:28,전라남도 나주시 동수농공단지길 164 (오량동),정상,0000,01,0613365225,,,전라남도 나주시 오량동  313번지 ,0,도축업,,2020-11-30 08:54:28
6460000,646000000520110001,2016-09-21,,영업/정상,,,,,7365,,,주식회사 보성녹돈,I,L00,2025-12-15 16:15:28,전라남도 강진군 강진읍 지전로 515,정상,0000,01,0614329333,,,전라남도 강진군 강진읍 송전리 476번지 ,10,도축업,,2025-04-15 19:32:56
6460000,646000000520110002,2011-01-17,,영업/정상,,,,,2198,,,농업회사법인녹색흑염소주식회사,I,L00,2025-12-15 16:15:28,전라남도 화순군 동면 동농공길 26-8,정상,0000,01,0613738005,,,전라남도 화순군 동면 운농리 1040번지 ,8,도축업,,2019-04-10 16:48:23
6460000,646000000520130001,2016-11-07,,영업/정상,,,,,26239.57,,,농업회사법인 주식회사 다솔,I,L00,2025-12-26 02:40:00,전라남도 장흥군 장흥읍 산단로 277,정상,0000,01,0618049900,,,전라남도 장흥군 장흥읍 해당리 647-1번지 ,54,도축업,,2025-12-24 17:41:23
6460000,646000000520140001,2014-05-20,,영업/정상,,,,,0,,,주)금화,I,L00,2025-12-15 16:15:28,전라남도 무안군 청계면 청계공단1길 128,정상,0000,01,0614540369,147978.370663403    ,160622.634760249    ,전라남도 무안군 청계면 송현리 637번지 2호 ,145,도축업,,2025-02-12 11:06:17
6460000,646000000520180001,2018-04-04,,영업/정상,,,,,4616.73,,,함평축산물종합처리장(주) 농업회사법인,I,L00,2025-12-15 16:15:28,"전라남도 함평군 학교면 학교길 281-22, 함평축산물종합처리장(주) 00동 00호",정상,0000,01,0613239891,,,전라남도 함평군 학교면 사거리 335번지 157호 함평축산물종합처리장(주) 00동 00호,0,도축업,,2025-09-22 09:21:43
6460000,646000000520190001,2019-03-25,,영업/정상,,,,,976,,,가온축산,I,L00,2025-12-15 16:15:28,전라남도 강진군 성전면 강진산단로1길 71,정상,0000,01,0614343001,,,전라남도 강진군 성전면 명산리 1486번지 1호 ,15,도축업,,2022-03-10 18:30:50
6460000,646000000519910001,1991-12-14,,영업/정상,,,,,18358.42,,,농협경제지주 주식회사 나주축산물공판장,I,L00,2025-12-15 16:15:28,전라남도 나주시 왕곡면 혁신산단2길 13,정상,0000,01,0613459712,,,전라남도 나주시 왕곡면 덕산리 801번지 1호 ,0,도축업,,2025-09-02 17:01:32
6460000,646000000519920001,1992-11-28,,영업/정상,,,,,5012,519-802,,농업회사법인주식회사만나,I,L00,2025-12-15 16:15:28,전라남도 화순군 화순읍 학포로 2521-25,정상,0000,01,0613736144,,,전라남도 화순군 화순읍 서태리 6번지 ,0,도축업,,2024-11-25 14:02:00
6460000,646000000519920002,1992-09-21,,영업/정상,,,,,5333.79,515-863,,㈜체리부로 금계지점,I,L00,2025-12-15 16:15:28,전라남도 장성군 동화면 연산로 88-23,정상,0000,01,0613929741,174495.009414065    ,196459.869737776    ,전라남도 장성군 동화면 남평리 452번지 19호 ,0,도축업,,2024-08-05 13:50:17
6460000,646000000519980001,1998-12-03,,폐업,2009-10-19,2008-07-04,2009-07-03,,0,520-892,,(주)영흥실업,I,000,2025-12-15 16:15:28,전라남도 나주시 공산면 자미로 497-89,폐업,0002,03,0613355249,165033.933200773    ,159301.627970866    ,전라남도 나주시 공산면 금곡리 338번지 1호 ,0,도축업,,2013-12-10 14:41:02
6470000,647000000520210001,2021-12-27,,영업/정상,,,,,216,,,농업회사법인 문경통도리 토종닭주식회사,I,L00,2025-12-15 16:15:28,,정상,0000,01,,,,경상북도 문경시 유곡동  334번지 0호 ,2,도축업,,2021-12-27 08:54:06
6470000,647000000520160001,2016-01-04,,영업/정상,,,,,3903,,,농업회사법인 김천염소산업(주),I,L00,2025-12-15 16:15:28,경상북도 김천시 공단1길 126 (대광동),정상,0000,01,0544362040,,,경상북도 김천시 대광동 산45번지 4호 ,0,도축업,,2024-08-06 19:16:19
6470000,647000000520030001,2003-01-18,,영업/정상,,,,,19022.24,742-290,,(주)올품,I,L00,2025-12-15 16:15:28,경상북도 상주시 발산로 135 (초산동),정상,0000,01,0545339998,305303.279843083    ,329081.122340854    ,경상북도 상주시 초산동  666번지 3호 ,0,도축업,,2024-01-25 09:17:12
6470000,647000000520010001,2001-07-02,,영업/정상,,,,,9234.27,716-803,,주식회사 민속엘피씨,I,L00,2025-12-15 16:15:28,경상북도 군위군 군위읍 경북대로 4052,정상,0000,01,0543803300,,, 361번지 ,0,도축업,,2023-02-28 11:00:25
6470000,647000000519980001,1998-09-30,,영업/정상,,,,,12070,730-180,,구미칠곡축산업협동조합(축산물유통센타),I,L00,2025-12-15 16:15:28,경상북도 구미시 선기로 119 (선기동),정상,0000,01,0544523584,317820.885460307    ,292903.59953345     ,경상북도 구미시 선기동  747번지 59호 ,0,도축업,,2023-04-10 10:21:32
6470000,647000000519940001,1998-08-01,,영업/정상,,,,,29835,770-130,,(주)삼세,I,L00,2025-12-15 16:15:28,경상북도 영천시 동강포길 29-5 (도남동),정상,0000,01,0543369111,,,경상북도 영천시 도남동  695번지 ,0,도축업,,2024-04-22 11:02:43
6470000,647000000519930002,1993-01-21,,영업/정상,,,,,3277.5,712-130,,(주)새람,I,L00,2025-12-15 16:15:28,경상북도 경산시 강변동로 384 (대평동),정상,0000,01,0548148101,355981.488390966    ,261722.195722732    ,경상북도 경산시 대평동  370번지 10호 ,0,도축업,,2024-08-12 08:38:45
6470000,647000000519910001,1991-09-17,,영업/정상,,,,,17430.36,717-872,,농협경제지주 주식회사 고령축산물공판장,I,L00,2025-12-15 16:15:28,경상북도 고령군 다산면 성암로 566,정상,0000,01,0549546289,,,경상북도 고령군 다산면 송곡리 787번지 ,0,도축업,,2025-01-07 20:58:15
6470000,647000000519740001,1974-10-31,,영업/정상,,,,,7587,750-110,,(주)소백산한우,I,000,2025-12-15 16:15:28,경상북도 영주시 반구로 416 (적서동),정상,0000,01,0546372457,,,경상북도 영주시 적서동  517번지 ,0,도축업,,2024-08-29 09:53:51
6470000,647000000520230001,2023-09-11,,영업/정상,,,,,10225,,,안동봉화축협 안동축산물공판장,I,L00,2025-12-15 16:15:28,경상북도 안동시 서후면 죽전길 222,정상,0000,01,0548209643,,,경상북도 안동시 서후면 대두서리 1070번지 16호 ,0,도축업,,2025-01-09 14:36:50
6470000,647000000520000001,2000-03-13,,폐업,2022-01-02,,,,4518.49,,,롯데푸드(주),I,L00,2025-12-15 16:15:28,경상북도 김천시 공단3길 94 (응명동),폐업,0002,03,0544202551,,, ,0,도축업,,2021-12-27 15:27:09
6470000,647000000519990001,1999-02-27,,폐업,2011-11-01,,2007-06-19,,3189.97,791-944,,(주)창목,I,L00,2025-12-15 16:15:28,,폐업,0002,03,0542627201,409259.65290437     ,287874.885950316    ,경상북도 포항시 북구 흥해읍 이인리 684번지 2호 ,0,도축업,,2011-11-18 16:56:48
6470000,647000000519930001,1993-12-30,,폐업,2008-02-25,,,,5102,745-852,,문경약돌돼지(주) 영순,I,L00,2025-12-15 16:15:28,,폐업,0002,03,,309572.007435159    ,343120.081604526    ,경상북도 문경시 영순면 김용리 80번지 1호 ,0,도축업,,2008-02-25 13:33:04
6470000,647000000519820001,1982-10-12,,폐업,2023-12-29,,,,16066,760-320,,(주)새한축산,I,000,2025-12-15 16:15:28,경상북도 안동시 노하1길 110 (노하동),폐업,0002,03,0548522700,,,경상북도 안동시 노하동  569번지 ,0,도축업,,2023-12-26 09:09:17
6470000,647000000519800001,1980-09-08,,폐업,2016-10-10,2013-01-01,2013-12-31,,747.64,730-180,,(주)체리부로,I,L00,2025-12-15 16:15:28,,폐업,0002,03,0544521838,317832.541310123    ,292868.993535423    ,경상북도 구미시 선기동  747번지 63호 ,0,도축업,,2016-10-10 14:08:25
6470000,647000000519790001,1979-03-16,,폐업,2009-02-17,,,,2672.36,763-804,,류성브로일러(주),I,L00,2025-12-15 16:15:28,,폐업,0002,03,0548731741,,,경상북도 청송군 청송읍 덕리 171번지 8호 ,0,도축업,,2009-02-17 10:40:35
6470000,647000000519700002,1970-01-19,,폐업,2014-01-09,,,,2071.69,757-807,,(주)예천축산,I,L00,2025-12-15 16:15:28,경상북도 예천군 예천읍 충효로 38-38,폐업,0002,03,0546520437,,,경상북도 예천군 예천읍 지내리 107번지 ,0,도축업,,2014-01-03 16:24:42
6470000,647000000520250001,2025-12-31,,영업/정상,,,,,,,,농업회사법인 주식회사 미환축산,I,L00,2026-01-02 03:00:02,,정상,0000,01,,,,경상북도 칠곡군 기산면 영리 301번지 10호 ,0,도축업,,2025-12-31 09:30:37
6480000,648000000520130001,2013-10-31,,영업/정상,,,,2026-01-01,3016,,,농업회사법인현대씨앤에프주식회사,U,L00,2026-01-17 21:00:40,경상남도 진주시 지수면 청담길175번길 16-16,정상,0000,01,0557545188,,, ,0,도축업,,2026-01-16 00:00:30
6480000,648000000519980006,1998-08-03,,영업/정상,,,,,9232.2,,,해드림엘피씨,I,L00,2025-12-15 16:15:28,경상남도 창녕군 대지면 경남대로 4897-14,정상,0000,01,0555323260,,,경상남도 창녕군 대지면 효정리 433번지 1호 ,56,도축업,,2025-09-17 10:25:53
6480000,648000000519840002,1984-03-29,,영업/정상,,,,,2169,656-883,,(주)한려식품,I,L00,2025-12-15 16:15:28,경상남도 거제시 사등면 거제대로 5943,정상,0000,01,,,,경상남도 거제시 사등면 청곡리 97번지 ,26,도축업,,2025-08-21 16:21:22
6480000,648000000519980001,1998-08-03,,폐업,2011-09-01,,,,1554,630-030,,창기산업,I,000,2025-12-15 16:15:28,,폐업,0002,03,0552328025,,, 969번지 ,16,도축업,,2011-11-14 15:41:38
6480000,648000000519980004,1998-07-30,,폐업,2011-07-29,2008-04-26,2009-10-01,,1618.53,645-370,,아성식품(주),I,L00,2025-12-15 16:15:28,,폐업,0002,03,,,, 902번지 ,28,도축업,,2011-11-14 15:40:42
6480000,648000000519980005,1998-08-11,,폐업,2009-03-23,,,,13872.7,626-220,,부광산업(주),I,L00,2025-12-15 16:15:28,경상남도 양산시 어곡로 139 (어곡동),폐업,0002,03,,,,경상남도 양산시 어곡동  872번지 ,38,도축업,,2009-03-24 08:54:51
6480000,648000000519980007,1998-09-29,,폐업,2020-12-17,,,,1682.4,667-914,,대전충남양돈농협 축산물종합유통센터,I,L00,2025-12-15 16:15:28,경상남도 하동군 진교면 진양로 323,폐업,0002,03,0558840485,,,경상남도 하동군 진교면 백련리 684-1번지 ,26,도축업,,2020-12-17 10:13:17
6480000,648000000519980009,1998-09-29,,폐업,2011-11-30,,,,1716.11,670-804,,(주)다원미트,I,000,2025-12-15 16:15:28,경상남도 거창군 거창읍 강남로 267-98,폐업,0002,03,0559449850,284235.250965737    ,243595.299589188    ,경상남도 거창군 거창읍 대평리 440번지 20호 ,22,도축업,,2012-02-23 20:48:04
6480000,648000000520090001,2009-09-11,,폐업,2010-12-31,,,,821.44,670-861,,청수식품,I,000,2025-12-15 16:15:28,경상남도 거창군 마리면 거안로 487-81,폐업,0002,03,0559438202,,,경상남도 거창군 마리면 고학리 1295번지 ,0,도축업,,2011-11-14 15:44:35
6480000,648000000520090002,2009-09-10,,폐업,2011-01-07,,,,0,670-861,,청수식품,I,000,2025-12-15 16:15:28,경상남도 거창군 마리면 거안로 487-81,폐업,0002,03,0559438202,,,경상남도 거창군 마리면 고학리 1295번지 ,0,도축업,,2011-02-24 14:47:21
6480000,648000000520110001,2011-01-07,,휴업,,2025-02-13,2026-12-31,,2542,670-861,,"대천물류,축산",I,000,2025-12-15 16:15:28,경상남도 거창군 마리면 거안로 487-81,휴업,0001,02,,,,경상남도 거창군 마리면 고학리 1295번지 ,0,도축업,,2025-02-17 08:36:36
6480000,648000000519980003,1998-07-30,,영업/정상,,,,,4982,,,농업회사법인 서라벌 주식회사,I,L00,2025-12-15 16:15:28,경상남도 진주시 남강로 1369 (상대동),정상,0000,01,0557555556,,,경상남도 진주시 상대동  33번지 90호 ,30,도축업,,2024-08-14 16:37:39
6480000,648000000519840001,1984-11-19,,폐업,2013-10-31,,,,1194,660-892,,(주)광진식품,I,000,2025-12-15 16:15:28,경상남도 진주시 지수면 청담길175번길 16-16,폐업,0002,03,,,,경상남도 진주시 지수면 청담리 1435번지 ,27,도축업,,2016-11-14 10:52:49
6480000,648000000520230001,2023-06-23,,영업/정상,,,,,1298.42,,,정도축산,I,L00,2025-12-15 16:15:28,경상남도 창녕군 성산면 창한로 385-62,정상,0000,01,0555333313,,,경상남도 창녕군 성산면 정녕리 908번지 0호 ,16,도축업,,2023-06-23 14:21:36
6480000,648000000520200001,2020-11-02,,영업/정상,,,,,4930.1,,,창녕축산물공판장,I,L00,2025-12-15 16:15:28,경상남도 창녕군 대지면 우포2로 1069-79,정상,0000,01,0558067200,,,경상남도 창녕군 대지면 효정리 391번지 0호 ,0,도축업,,2025-09-08 08:56:20
6480000,648000000520140001,2014-10-10,,영업/정상,,,,,5373,,,농업회사법인 이스트스프링 주식회사 함양도축장지점,I,L00,2025-12-15 16:15:28,경상남도 함양군 하림강변길 43-90,정상,0000,01,0559634798,,, ,4,도축업,,2025-12-04 13:25:28
6480000,648000000520060001,2006-04-04,,영업/정상,,,,,31609.19,,,부경양돈협동조합 부경축산물공판장,I,L00,2025-12-15 16:15:28,경상남도 김해시 주촌면 서부로1403번길 23-100,정상,0000,01,0553241500,,,경상남도 김해시 주촌면 내삼리 1282번지 0호 ,60,도축업,,2025-09-15 07:50:23
6480000,648000000520040001,2004-06-01,,영업/정상,,,,,995.42,667-873,,주식회사 정다운 하동공장,I,L00,2025-12-15 16:15:28,"경상남도 하동군 북천면 가리골길 49-19, (주)정다운하동공장",정상,0000,01,0558835249,,,경상남도 하동군 북천면 옥정리 394번지 2호 (주)정다운하동공장 ,12,도축업,,2025-10-31 13:52:38
6480000,648000000519910001,1991-05-07,,영업/정상,,,,,43429.7,638-807,,부경제일축산물유통센터(주),I,L00,2025-12-15 16:15:28,경상남도 고성군 고성읍 월평로 169,정상,0000,01,0556729761,,,경상남도 고성군 고성읍 율대리 226번지 ,23,도축업,,2025-07-14 16:17:34
6500000,650000000519810001,1981-08-10,,영업/정상,,,,,0,690-838,,건강한닭영농조합법인,I,L00,2025-12-15 16:15:28,제주특별자치도 제주시 청풍남6길 15 (화북일동),정상,0000,01,0647553219,159864.234483139    ,2391.19528976128    ,제주특별자치도 제주시 화북일동  2096번지 3호 ,21,도축업,,2025-10-03 17:26:07
6500000,650000000520090001,2009-02-02,,영업/정상,,,,,3001,695-975,,농업회사법인(주)한라씨에프엔,I,L00,2025-12-15 16:15:28,제주특별자치도 제주시 구좌읍 행원로13길 99,정상,0000,01,0647846681,182672.039491736    ,6536.15976636567    ,제주특별자치도 제주시 구좌읍 행원리 542번지 10호 ,16,도축업,,2024-08-02 12:52:35
6500000,650000000520180001,2018-10-17,,영업/정상,,,,,3871.91,,,제주양돈축산업협동조합 축산물종합유통센터(제주 LPC),I,L00,2025-12-15 16:15:28,제주특별자치도 서귀포시 안덕면 한창로 746-31,정상,0000,01,,,,제주특별자치도 서귀포시 안덕면 동광리 83번지 1호 ,51,도축업,,2019-04-18 12:01:24
6500000,650000000519730001,1973-12-13,,영업/정상,,,,,13137.92,695-900,,제주축산농협 축산물공판장,I,L00,2025-12-15 16:15:28,제주특별자치도 제주시 애월읍 해암이길 215,정상,0000,01,0647995135,,,제주특별자치도 제주시 애월읍 어음리 2533번지 ,0,도축업,,2024-07-17 09:46:33
6530000,642000000519940001,1994-03-07,,폐업,2010-12-30,2010-10-01,2011-03-31,,6619,219-832,,미소울,I,000,2025-12-15 16:15:28,,폐업,0002,03,0336363434,336364.951447166    ,527193.72037271     ,강원특별자치도 고성군 토성면 인흥리 163번지 1호 ,0,도축업,,2010-12-22 12:14:52
6530000,642000000519820001,1982-12-10,,폐업,2009-06-26,,,,14724,230-832,,(합자)영월축산기업,I,000,2025-12-15 16:15:28,강원특별자치도 영월군 남면 갈골길 8,폐업,0002,03,0333747123,,,강원특별자치도 영월군 남면 북쌍리 194번지 2호 ,11,도축업,,2009-06-17 17:26:25
6530000,642000000519810001,1981-09-09,,폐업,2010-12-30,,,,8095,233-835,,낙원산업,I,000,2025-12-15 16:15:28,강원특별자치도 정선군 남면 칠현로 170,폐업,0002,03,0335910068,354500.228556386    ,420809.013002923    ,강원특별자치도 정선군 남면 문곡리 51번지 1호 ,15,도축업,,2010-12-22 12:15:29
6530000,642000000519770001,1977-04-12,,폐업,2010-04-23,,,,10016,220-937,,원창기업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,강원특별자치도 원주시 단계동  716번지 1호 ,24,도축업,,2010-05-20 10:33:33
6530000,642000000519760001,1976-10-12,,폐업,2007-03-08,,,,5004,240-220,,유한회사 진보산업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,강원특별자치도 동해시 추암동  91번지 2호 ,31,도축업,,2007-03-08 11:35:00
6530000,642000000519900001,1990-07-06,,영업/정상,,,,,4387.14,250-803,,주식회사 한다운에프에스엘,I,L00,2026-01-10 21:00:40,강원특별자치도 홍천군 홍천읍 미루나무길 146,정상,0000,01,0334324127,276608.61632573     ,461827.815075559    ,강원특별자치도 홍천군 홍천읍 장전평리 628번지 7호 ,28,도축업,,2026-01-09 17:48:38
6530000,642000000519890001,1989-10-26,,휴업,,2025-04-01,2026-03-31,,5000,210-270,,영농조합법인 더존,I,000,2026-01-06 21:00:40,강원특별자치도 강릉시 두산길 129 (두산동),휴업,0001,02,,,,강원특별자치도 강릉시 두산동  129번지 ,11,도축업,,2026-01-05 15:42:40
6530000,642000000519850001,1985-06-03,,영업/정상,,,,,8166.32,225-806,,주식회사 횡성케이씨,I,L00,2025-12-15 16:15:28,강원특별자치도 횡성군 횡성읍 한우로 588,정상,0000,01,0333439886,289845.351895997    ,443768.825458786    ,강원특별자치도 횡성군 횡성읍 조곡리 355번지 1호 ,38,도축업,,2025-03-24 13:29:32
6530000,642000000519840001,1984-02-18,,영업/정상,,,,,5006.54,200-852,,(주)현진,I,000,2025-12-15 16:15:28,강원특별자치도 춘천시 동면 만천양지길 147,정상,0000,01,0332551893,,,강원특별자치도 춘천시 동면 만천리 330번지 34호 ,64,도축업,,2025-02-24 10:51:07
6530000,653000000520240001,2024-01-04,,영업/정상,,,,,144.19,,,농업회사법인주식회사춘천꿩농장,I,L00,2025-12-15 16:15:28,강원특별자치도 춘천시 남산면 한치로 228-80,정상,0000,01,0332625336,,,강원특별자치도 춘천시 남산면 수동리 508번지 7호 ,11,도축업,,2024-01-04 15:44:15
6530000,642000000520150001,2015-05-06,,영업/정상,,,,,142.4,,,춘천흑염소도축장,I,000,2025-12-19 02:40:00,강원특별자치도 춘천시 동내면 원창고개길 165-1,정상,0000,01,0332618905,,,강원특별자치도 춘천시 동내면 학곡리 91번지 0호 ,3,도축업,,2025-12-17 15:26:13
6530000,642000000520140001,2014-01-22,,영업/정상,,,,,210.3,,,행구축산,I,000,2025-12-15 16:15:28,강원특별자치도 원주시 덕성길 18 (행구동),정상,0000,01,0337471992,,, ,4,도축업,,2014-01-22 15:29:40
6530000,642000000520050001,1984-08-10,,폐업,2010-12-30,,,,5014,235-210,,태정산업(주),I,000,2025-12-15 16:15:28,강원특별자치도 태백시 사군드리길 95 (동점동),폐업,0002,03,0335812848,380787.095691415    ,400436.726669322    ,강원특별자치도 태백시 동점동  255번지 2호 ,22,도축업,,2010-12-22 12:15:12
6530000,642000000519900002,1990-08-10,,영업/정상,,,,,2346,269-804,,철원한양영농조합축산물종합처리장,I,L00,2025-12-15 16:15:28,강원특별자치도 철원군 갈말읍 호국로 4991,정상,0000,01,0334527121,227330.893217265    ,518086.605513714    ,강원특별자치도 철원군 갈말읍 문혜리 1383번지 8호 ,35,도축업,,2020-04-29 13:01:16
6530000,642000000520010001,2001-11-17,,영업/정상,,,,,4062.1,220-140,,우리손에프앤지 농업회사법인(주) 강원엘피씨,I,L00,2025-12-15 16:15:28,강원특별자치도 원주시 저금어지길 456 (가현동),정상,0000,01,0337321300,282692.257451099    ,432485.622622449    ,강원특별자치도 원주시 가현동  438번지 3호 ,90,도축업,,2023-06-14 17:31:10
6530000,642000000519960001,1996-08-16,,영업/정상,,,,,11294,252-801,,(주)해마로,I,L00,2025-12-15 16:15:28,강원특별자치도 인제군 인제읍 덕산로20번길 94,정상,0000,01,0334638881,,,강원특별자치도 인제군 인제읍 덕산리 590번지 ,0,도축업,,2022-11-10 18:04:35
6530000,642000000519900003,1990-04-26,,영업/정상,,,,,19644,232-933,,평창육가공영농조합법인,I,L00,2025-12-15 16:15:28,강원특별자치도 평창군 용평면 평창대로 1948-21,정상,0000,01,0333327604,325194.409539174    ,454117.719288194    ,강원특별자치도 평창군 용평면 장평리 207번지 8호 ,18,도축업,,2025-05-16 16:25:18
