개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,권리주체일련번호,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,좌표정보(X),좌표정보(Y),지번주소,축산물가공업구분명,축산업무구분명,축산일련번호,최종수정시점
4261000,426000000220210001,2021-05-17,,영업/정상,,,,,,,25272,농업회사법인 팜스텍(주) 횡성농장,종돈업,I,L00,2025-12-15 16:15:28,강원특별자치도 횡성군 강림면 주천강로 ****,정상,0000,01,,300222.256058039    ,430933.328737777    ,강원특별자치도 횡성군 강림면 강림리 ****-* ,종돈업,종축업,2331,2023-12-12 09:45:15
4271000,427000000220040001,2004-09-06,,폐업,2013-05-24,,,,0,233-829,,영월농장,종계업,I,000,2025-12-15 16:15:28,,폐업,0002,03,0333786110,345838.543520168    ,405955.174918187    ,강원특별자치도 영월군 산솔면 화원리 ***-* ,종계업,종축업,9,2013-05-24 13:31:12
4281000,428000000220190001,2019-07-23,,영업/정상,,,,,,,25335,농업회사법인(주)상월,종돈업,I,L00,2025-12-15 16:15:28,강원특별자치도 평창군 진부면 상월거문로 ***-***,정상,0000,01,0333360641,333519.279318913    ,459401.412195415    ,강원특별자치도 평창군 진부면 상월오개리 ***-** ,종돈업,종축업,498,2021-11-10 13:17:27
4281000,428000000220180002,2018-10-29,,영업/정상,,,,,,,25330,송정농장(종축업),종돈업,I,000,2025-12-15 16:15:28,강원특별자치도 평창군 진부면 윗쌀면길 **-**,정상,0000,01,,,,강원특별자치도 평창군 진부면 송정리 **** ,종돈업,종축업,475,2018-10-29 10:43:44
4281000,428000000220180001,2018-10-25,,영업/정상,,,,,,,25335,이시돌영농조합법인,종돈업,I,L00,2025-12-15 16:15:28,강원특별자치도 평창군 진부면 상월거문로 ***-***,정상,0000,01,,,,강원특별자치도 평창군 진부면 상월오개리 산 *** ,종돈업,종축업,474,2023-07-13 16:45:26
4281000,428000000220170001,2017-06-12,,폐업,2022-02-21,,,,,,25342,국립축산과학원 가금연구소,종계업,I,L00,2025-12-15 16:15:28,강원특별자치도 평창군 대관령면 대관령마루길 ***-** (고령지시험장),폐업,0002,03,0333309500,352740.670850395    ,466763.719348658    ,강원특별자치도 평창군 대관령면 횡계리 산 *-*** ,종계업,종축업,456,2022-02-21 16:18:07
4281000,428000000220040001,2004-04-22,,폐업,2005-06-23,,,,0,232-942,,대관령FINE,종돈업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,강원특별자치도 평창군 진부면 상월오개리 ,종돈업,종축업,1,2005-06-23 17:32:53
4281000,428000000220200002,2020-08-19,,영업/정상,,,,,,,25314,이화영농조합법인,종돈업,I,L00,2025-12-15 16:15:28,강원특별자치도 평창군 용평면 경강로 ****-**,정상,0000,01,,,,"강원특별자치도 평창군 용평면 이목정리 ** 외 *필지 (**, **-*, ***-*) ",종돈업,종축업,515,2023-02-17 14:36:26
4281000,428000000220200001,2020-02-13,,폐업,2020-09-10,,,,,,25342,국립축산과학원 가금연구소,종오리업,I,L00,2025-12-15 16:15:28,"강원특별자치도 평창군 대관령면 대관령마루길 ***-**, 고령지 시험장",폐업,0002,03,0333309511,353142.583543033    ,466274.625424648    ,강원특별자치도 평창군 대관령면 횡계리 산 *-*** 고령지 시험장 ,종오리업,종축업,504,2020-09-10 13:23:35
4301000,430000000220160001,2016-03-18,,폐업,2020-10-13,,,,,,24009,중림,종계업,I,L00,2025-12-15 16:15:28,강원특별자치도 철원군 동송읍 양지*길 **,폐업,0002,03,,225125.425286963    ,529726.997673541    ,강원특별자치도 철원군 동송읍 양지리 ***-* ,종계업,종축업,843,2020-10-13 11:28:15
4301000,430000000220050002,2005-09-15,,폐업,2007-02-05,,,,0,269-813,,원모루,종계업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,강원특별자치도 철원군 동송읍 이길리 산 ** ,종계업,종축업,369,2007-02-05 10:21:34
4301000,430000000220080001,2008-07-28,,폐업,2023-06-19,,,,0,269-833,,제이피엔씨종돈장,종돈업,I,000,2025-12-15 16:15:28,강원특별자치도 철원군 김화읍 청하골길 ***,폐업,0002,03,,234035.479908102    ,524839.840831376    ,강원특별자치도 철원군 김화읍 청양리 ***-* ,종돈업,종축업,535,2023-06-19 10:43:41
4301000,430000000220070003,2007-02-05,,폐업,2009-02-05,,,,0,269-813,,일보농장,종계업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,강원특별자치도 철원군 동송읍 이길리 산 ** ,종계업,종축업,407,2009-02-05 15:55:26
4301000,430000000220070002,2007-01-22,,폐업,2014-04-15,,,,0,269-803,,한양종돈,종돈업,I,000,2025-12-15 16:15:28,강원특별자치도 철원군 갈말읍 신동막길 ***,폐업,0002,03,,,,강원특별자치도 철원군 갈말읍 동막리 *** ,종돈업,종축업,406,2014-04-15 16:54:14
4301000,430000000220120001,2012-07-19,,폐업,2017-03-10,,,,,269-811,24023,우보축산,종돈업,I,000,2025-12-15 16:15:28,강원특별자치도 철원군 동송읍 구수동*길 **,폐업,0002,03,,222892.433316834    ,519924.153797715    ,강원특별자치도 철원군 동송읍 장흥리 ***-* ,종돈업,종축업,681,2017-03-10 14:18:46
4301000,430000000220050001,2005-05-20,,폐업,2008-06-18,,,,0,269-843,,성현농장,종돈업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,강원특별자치도 철원군 서면 자등리 ***-* ,종돈업,종축업,219,2008-06-18 14:38:18
4301000,430000000220040001,2004-07-02,,폐업,2007-01-12,,,,0,269-803,,동방삭영농법인,종돈업,I,000,2025-12-15 16:15:28,강원특별자치도 철원군 갈말읍 신동막길 ***,폐업,0002,03,,,,강원특별자치도 철원군 갈말읍 동막리 *** ,종돈업,종축업,7,2007-01-12 10:08:14
4301000,430000000220030002,2003-07-31,,폐업,2013-03-18,,,,0,269-833,,혁진종돈장,종돈업,I,000,2025-12-15 16:15:28,강원특별자치도 철원군 김화읍 청하골길 ***,폐업,0002,03,,234035.479908102    ,524839.840831376    ,강원특별자치도 철원군 김화읍 청양리 ***-* ,종돈업,종축업,,2013-03-19 09:36:19
4301000,430000000220030001,2003-06-16,,폐업,2013-03-18,,,,5799,269-811,,한세종축영농조합법인,종돈업,I,000,2025-12-15 16:15:28,강원특별자치도 철원군 동송읍 오대로 ***,폐업,0002,03,,,,강원특별자치도 철원군 동송읍 장흥리 **** ,종돈업,종축업,64,2013-03-18 17:12:26
4301000,430100000220240001,2024-02-06,,영업/정상,,,,,,,24056,안성 서면농장,종계업,I,L00,2025-12-15 16:15:28,강원특별자치도 철원군 서면 신벌로 ***-**,정상,0000,01,,239261.521745133    ,528432.39703963     ,강원특별자치도 철원군 서면 와수리 ****-** ,종계업,종축업,971,2024-04-29 09:52:40
4301000,430000000220180001,2018-12-26,,영업/정상,,,,,,,24002,태봉농장,종돈업,I,L00,2025-12-15 16:15:28,강원특별자치도 철원군 철원읍 독서당길 **,정상,0000,01,,,,강원특별자치도 철원군 철원읍 율이리 *** ,종돈업,종축업,912,2021-10-26 13:23:08
4301000,430000000220090001,2009-01-14,,영업/정상,,,,,0,269-843,,에이스종돈,종돈업,I,000,2025-12-15 16:15:28,강원특별자치도 철원군 서면 태봉로 ***-** (외 *필지),정상,0000,01,,,,강원특별자치도 철원군 서면 자등리 *** 외 *필지 ,종돈업,종축업,549,2009-01-14 18:28:20
4301000,430000000220070001,2007-01-22,,영업/정상,,,,,0,269-803,,농업회사법인주식회사 철원종돈,종돈업,I,000,2025-12-15 16:15:28,강원특별자치도 철원군 갈말읍 신동막길 ***,정상,0000,01,,,,강원특별자치도 철원군 갈말읍 동막리 *** ,종돈업,종축업,405,2007-01-22 10:51:52
4301000,430000000219950001,1995-03-29,,폐업,2004-05-21,,,,2677,269-800,,철원종축,종돈업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,강원특별자치도 철원군 갈말읍 신철원리 동막리 ***번지 ,종돈업,종축업,6,2004-06-01 09:53:23
4311000,431000000220120001,2012-04-09,,폐업,2017-09-01,,,,,209-842,24146,Farm's Echo,종계업,I,000,2025-12-15 16:15:28,강원특별자치도 화천군 하남면 계파로 **-**,폐업,0002,03,,256979.979823641    ,507700.258760338    ,강원특별자치도 화천군 하남면 계성리 **-* ,종계업,종축업,169,2017-09-01 17:40:35
4311000,431000000220010001,2001-10-16,,폐업,2020-02-17,,,,20561,209-841,24146,승안농장,종계업,I,000,2025-12-15 16:15:28,강원특별자치도 화천군 하남면 계파로 **-**,폐업,0002,03,0334417693,,,강원특별자치도 화천군 하남면 계성리 ** ,종계업,종축업,5,2020-02-27 11:34:49
4311000,431000000219960002,1996-02-09,,영업/정상,,,,,4297,209-831,24150,경기양돈,종돈업,I,000,2025-12-15 16:15:28,강원특별자치도 화천군 사내면 도일길 ***-**,정상,0000,01,0334414829,,,강원특별자치도 화천군 사내면 광덕리 *** ,종돈업,종축업,4,2015-12-15 09:36:39
4311000,431000000220170001,2017-09-04,,영업/정상,,,,,,,24146,충청농장,종계업,I,000,2025-12-15 16:15:28,강원특별자치도 화천군 하남면 계파로 **-**,정상,0000,01,,,,,종계업,종축업,381,2021-08-11 17:54:28
4321000,432000000220050001,2005-04-21,,폐업,2008-01-18,,,,0,255-806,,성호농장,종돈업,I,000,2025-12-15 16:15:28,,폐업,0002,03,03304816594,289545.557058083    ,518201.038005109    ,강원특별자치도 양구군 양구읍 한전리 **-* 한전리 *반 ,종돈업,종축업,19,2008-01-17 14:07:59
4390000,439000000220190001,2019-09-01,,영업/정상,,,,,,,27494,도야지 친구들,종돈업,I,L00,2025-12-15 16:15:28,충청북도 충주시 살미면 문강로 **-**,정상,0000,01,0438451608,,,충청북도 충주시 살미면 문강리 *** ,종돈업,종축업,1530,2025-05-13 09:04:45
4390000,439000000220150001,2015-09-01,,영업/정상,,,,,,380-812,27319,채봉농장,종오리업,I,000,2025-12-15 16:15:28,충청북도 충주시 동량면 수회길 ***,정상,0000,01,,,,충청북도 충주시 동량면 대전리 ** ,종오리업,종축업,1434,2020-10-14 19:04:53
4390000,439000000220090001,2009-08-28,,영업/정상,,,,,0,380-883,27461,샤론농장,종오리업,I,000,2025-12-15 16:15:28,충청북도 충주시 주덕읍 제내사락길 **,정상,0000,01,,,,충청북도 충주시 주덕읍 화곡리 *** ,종오리업,종축업,669,2020-09-11 09:51:24
4390000,439000000220060001,2011-07-05,,영업/정상,,,,,0,380-882,27463,주덕농장,종계업,I,000,2025-12-15 16:15:28,충청북도 충주시 주덕읍 창전길 ***-*,정상,0000,01,,269479.247719286    ,385878.216855547    ,충청북도 충주시 주덕읍 창전리 **-* ,종계업,종축업,381,2020-07-16 15:50:30
4390000,439000000220020001,1991-01-22,,영업/정상,,,,,5273.75,380-912,27451,노은종계장,종계업,I,L00,2025-12-15 16:15:28,충청북도 충주시 노은면 두리봉길 **-**,정상,0000,01,,,,충청북도 충주시 노은면 안락리 *** ,종계업,종축업,6,2020-11-11 14:38:27
4390000,439000000220080002,2008-04-23,,폐업,2014-03-18,,,,0,380-922,,중부벧엘농장,종계업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,충청북도 충주시 가금면 용전리 *** ,종계업,종축업,499,2014-03-18 11:24:07
4390000,439000000220080001,2008-03-03,,폐업,2011-12-01,,,,0,380-861,,강천농원,종계업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,264582.174334093    ,408028.442494725    ,충청북도 충주시 앙성면 중전리 ***-* ,종계업,종축업,476,2011-12-01 09:20:50
4390000,439000000220050002,2005-09-30,,폐업,2015-05-20,,,,0,380-922,27448,농업회사법인(주)법현,종돈업,I,L00,2025-12-15 16:15:28,충청북도 충주시 중앙탑면 첨단산업로 ***-*,폐업,0002,03,0438552096,,,충청북도 충주시 중앙탑면 용전리 *** ,종돈업,종축업,352,2015-05-27 07:56:28
4390000,439000000220050001,2005-01-27,,폐업,2006-01-31,,,,0,380-812,,엄정농장,종계업,I,L00,2025-12-15 16:15:28,,폐업,0002,03,,283785.189248384    ,393675.707352801    ,충청북도 충주시 동량면 대전리 ****-* ,종계업,종축업,196,2006-01-31 11:39:02
4390000,439000000220200001,2020-06-03,,영업/정상,,,,,,,27315,농업회사법인(주) 에이스팜,종돈업,I,L00,2025-12-15 16:15:28,충청북도 충주시 산척면 송강행정길 ***,정상,0000,01,,,,"충청북도 충주시 산척면 송강리 ***-* ***,***-* ",종돈업,종축업,1573,2025-02-26 10:42:58
4390000,439000000220020002,1994-12-15,,폐업,2008-11-28,,,,5464,380-841,,엄정축산영농조합법인,종계업,I,L00,2025-12-15 16:15:28,,폐업,0002,03,,,,충청북도 충주시 엄정면 신만리 *** ,종계업,종축업,1,2008-11-28 16:56:21
4390000,439000000220020003,2000-04-26,,폐업,2005-10-04,,,,26177,380-922,,법현농장,종돈업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,충청북도 충주시 가금면 용전리 *** ,종돈업,종축업,7,2005-10-04 18:38:16
4400000,440000000220040001,2004-06-02,,영업/정상,,,,,0,390-872,27118,아름농장,종돈업,I,L00,2025-12-15 16:15:28,충청북도 제천시 봉양읍 국사봉로 ***,정상,0000,01,,,,충청북도 제천시 봉양읍 구곡리 *** ,종돈업,종축업,4,2023-01-12 10:08:23
4400000,440000000219970001,1997-01-11,,폐업,2004-07-20,,,,3162,390-822,,태훈농장,종계업,I,000,2025-12-15 16:15:28,충청북도 제천시 금성면 양월로 **,폐업,0002,03,,,,충청북도 제천시 금성면 양화리 *** ,종계업,종축업,11,2004-07-20 10:56:38
4400000,440000000220090001,2009-03-16,,폐업,2021-09-07,,,,0,390-821,,제천GP,종돈업,I,L00,2025-12-15 16:15:28,충청북도 제천시 금성면 청풍호로**길 ***-* (외 *필지(**-*)),폐업,0002,03,,,,충청북도 제천시 금성면 위림리 ** 외 *필지(**-*) ,종돈업,종축업,279,2021-09-08 13:38:23
4420000,442000000219930001,1993-06-30,,폐업,2006-05-23,,,,4450,376-804,,죽전종계장,종계업,I,100,2025-12-15 16:15:28,,폐업,0002,03,,265722.523278989    ,331762.501338896    ,충청북도 보은군 보은읍 어암리 ***-* ,종계업,종축업,33,2006-05-23 09:07:13
4420000,442000000220250001,2025-06-09,,영업/정상,,,,,,,28965,농업회사법인 주식회사 도한종계,종계업,I,L00,2025-12-15 16:15:28,"충청북도 보은군 마로면 기대소여길 ***-**, 축사",정상,0000,01,,,,충청북도 보은군 마로면 소여리 *** 축사 ,종계업,종축업,1457,2025-07-09 17:25:12
4420000,442000000220210001,2021-06-21,,영업/정상,,,,,,,28924,농업회사법인큐(주),종돈업,I,L00,2025-12-15 16:15:28,충청북도 보은군 삼승면 서원*길 **-**,정상,0000,01,,,,"충청북도 보은군 삼승면 서원리 *** ,***-* ",종돈업,종축업,1373,2024-02-14 15:18:54
4420000,442000000220170001,2017-03-09,,영업/정상,,,,,,,28922,수한농장,종계업,I,L00,2025-12-15 16:15:28,"충청북도 보은군 수한면 장선소계로 ***-** (, ***-** 계사)",정상,0000,01,,,,,종계업,종축업,1158,2017-07-03 15:17:04
4420000,442000000220040002,2004-02-24,,영업/정상,,,,,10984.24,376-812,28900,농업회사법인 (주)한국원종 보은농장,종계업,I,L00,2025-12-15 16:15:28,충청북도 보은군 내북면 성티적음로 ***,정상,0000,01,,,,충청북도 보은군 내북면 적음리 *** ,종계업,종축업,31,2017-06-23 13:55:51
4420000,442000000220040001,2004-01-14,,영업/정상,,,,,72000,,28962,영농조합법인 대통농산,종계업,I,L00,2025-12-15 16:15:28,충청북도 보은군 탄부면 대양길 ***-**,정상,0000,01,,272017.995832432    ,324512.614149513    ,충청북도 보은군 탄부면 대양리 **-* **-* ,종계업,종축업,32,2025-02-10 15:44:23
4420000,442000000220020001,2002-08-14,,영업/정상,,,,,5434,,28913,농업회사법인(주) 서원,종돈업,I,L00,2025-12-15 16:15:28,"충청북도 보은군 장안면 수문불목로 ***-**, 농장",정상,0000,01,,,,충청북도 보은군 장안면 불목리 *** 농장 ,종돈업,종축업,30,2024-02-14 15:15:58
4430000,443000000219900001,1990-08-31,,폐업,2013-01-22,,,,62680,373-813,,옥천농장,종계업,I,000,2025-12-15 16:15:28,충청북도 옥천군 안내면 안내삼승로 ***,폐업,0002,03,0435427074,263608.982494084    ,322050.184148967    ,충청북도 옥천군 안내면 오덕리 산 *-** ,종계업,종축업,5,2015-04-09 10:41:47
4440000,444000000220130001,2013-03-07,,휴업,,2021-03-18,2022-03-17,,,,29127,무진농장,종계업,I,000,2026-01-07 17:26:58,충청북도 영동군 영동읍 상가길 **,휴업,0001,02,,277404.960102764    ,298703.110206411    ,충청북도 영동군 영동읍 가리 ***-* ,종계업,종축업,257,2021-03-18 13:14:54
4440000,444000000220250001,2025-03-14,,영업/정상,,,,,,,29107,대덕용산농장,종오리업,I,L00,2026-01-07 17:26:58,충청북도 영동군 용산면 천작*길 **-*,정상,0000,01,,,,"충청북도 영동군 용산면 천작리 *** , ***-*, ***, ***-*, *** ",종오리업,종축업,630,2025-03-14 14:21:47
4440000,444000000220190001,2019-04-05,,영업/정상,,,,,,,,유성황간농장,종오리업,I,L00,2026-01-07 17:26:58,,정상,0000,01,,277687.825380511    ,299627.874311148    ,"충청북도 영동군 황간면 서송원리 ***-* , ****, ****, **** ",종오리업,종축업,530,2019-04-05 13:54:12
4440000,444000000220120001,2012-08-23,,영업/정상,,,,,,370-871,29122,일경축산,종계업,I,000,2026-01-07 17:26:58,충청북도 영동군 매곡면 어촌길 **-**,정상,0000,01,,287570.742047549    ,294722.825106056    ,충청북도 영동군 매곡면 어촌리 ***-* ,종계업,종축업,247,2017-09-06 09:32:01
4450000,445000000220130001,2013-01-30,,폐업,2017-03-09,,,,,365-862,,오비아농장,종오리업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,240863.062853396    ,370151.271204717    ,충청북도 진천군 문백면 사양리 ***-* ,종오리업,종축업,557,2018-01-22 11:24:57
4450000,445000000220100001,2010-06-23,,폐업,2022-07-14,,,,0,,27870,원천오리농장,종오리업,I,000,2025-12-15 16:15:28,충청북도 진천군 문백면 계산*길 *-**,폐업,0002,03,,236531.216581389    ,364228.83451566     ,충청북도 진천군 문백면 계산리 ***-* ,종오리업,종축업,490,2022-07-14 13:46:26
4450000,445000000220140002,2014-10-22,,폐업,2017-05-15,,,,,365-823,27816,유일농원,종오리업,I,000,2025-12-15 16:15:28,충청북도 진천군 이월면 용사길 ***-**,폐업,0002,03,,241578.550621518    ,378971.577206301    ,충청북도 진천군 이월면 삼용리 ***-** ,종오리업,종축업,606,2017-05-19 14:23:08
4450000,445000000220150002,2015-12-18,,폐업,2021-11-24,,,,,,27813,농업회사법인 주식회사 주원산오리,종오리업,I,L00,2025-12-15 16:15:28,충청북도 진천군 이월면 진안로 ***-** (주식회사 주원산오리),폐업,0002,03,,237233.510335237    ,382436.624585677    ,충청북도 진천군 이월면 송림리 **-* ,종오리업,종축업,637,2021-11-24 18:11:07
4450000,445000000220160001,2016-01-07,,폐업,2018-10-12,,,,,,27870,전원오리농장,종오리업,I,000,2025-12-15 16:15:28,충청북도 진천군 문백면 계산*길 **-**,폐업,0002,03,,,,충청북도 진천군 문백면 계산리 *** ,종오리업,종축업,638,2018-10-12 15:00:05
4450000,445000000220170001,2017-03-20,,폐업,2020-02-28,,,,,,27826,동골오리농장,종오리업,I,000,2025-12-15 16:15:28,충청북도 진천군 진천읍 문사로 ***-** (동골농장),폐업,0002,03,,,,충청북도 진천군 진천읍 문봉리 *** ,종오리업,종축업,679,2020-02-28 11:06:57
4450000,445000000220220001,2022-04-04,,폐업,2022-10-17,,,,,,27813,농업회사법인 주식회사 주원산오리,종오리업,I,L00,2025-12-15 16:15:28,충청북도 진천군 이월면 진안로 ***-**,폐업,0002,03,,237233.510335237    ,382436.624585677    ,충청북도 진천군 이월면 송림리 **-* ,종오리업,종축업,816,2022-10-17 15:29:47
4450000,445000000220140001,2014-10-06,,폐업,2016-05-16,,,,,365-805,27826,동골목장,종오리업,I,000,2025-12-15 16:15:28,충청북도 진천군 진천읍 문사로 ***-**,폐업,0002,03,,,,충청북도 진천군 진천읍 문봉리 *** ,종오리업,종축업,602,2016-05-16 10:33:57
4450000,445000000220100002,2010-08-20,,폐업,2018-02-08,,,,0,365-822,27819,송원농장,종오리업,I,000,2025-12-15 16:15:28,충청북도 진천군 이월면 장수로 ***,폐업,0002,03,,,,충청북도 진천군 이월면 중산리 *** ,종오리업,종축업,491,2018-02-09 12:59:53
4450000,445000000220110001,2011-06-29,,폐업,2016-02-16,,,,,365-863,27866,귀농농장,종오리업,I,000,2025-12-15 16:15:28,충청북도 진천군 문백면 파재로 ***,폐업,0002,03,0435329945,,,충청북도 진천군 문백면 옥성리 ** ,종오리업,종축업,510,2016-02-17 10:44:40
4450000,445000000220120001,2012-10-18,,폐업,2014-11-04,,,,,365-853,,연성농원,종오리업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,충청북도 진천군 초평면 오갑리 *** ,종오리업,종축업,547,2014-11-04 17:18:43
4450000,445000000220210001,2021-06-22,,영업/정상,,,,,,,27826,동골오리농장,종오리업,I,000,2025-12-15 16:15:28,충청북도 진천군 진천읍 문사로 ***-**,정상,0000,01,,,,충청북도 진천군 진천읍 문봉리 *** ,종오리업,종축업,801,2025-07-22 17:39:54
4450000,445000000220180001,2018-02-26,,영업/정상,,,,,,,27816,진천 천하축산,종계업,I,000,2025-12-15 16:15:28,충청북도 진천군 이월면 용사길 ***,정상,0000,01,,241322.002799575    ,379164.276212276    ,충청북도 진천군 이월면 삼용리 ***-** ,종계업,종축업,707,2024-11-14 12:58:43
4450000,445000000220170002,2017-10-25,,영업/정상,,,,,,,27825,육용 종오리 SM3 체리밸리,종오리업,I,000,2025-12-15 16:15:28,충청북도 진천군 진천읍 김유신길 **-**,정상,0000,01,,,,충청북도 진천군 진천읍 상계리 *** ,종오리업,종축업,693,2017-10-25 13:54:03
4450000,445000000220150001,2015-07-31,,영업/정상,,,,2019-02-18,,,27810,영환농장,종오리업,I,000,2025-12-15 16:15:28,충청북도 진천군 광혜원면 살천이길 **-**,정상,0000,01,,,,충청북도 진천군 광혜원면 금곡리 *** ,종오리업,종축업,625,2020-03-18 16:55:21
4450000,445000000220100003,2010-10-27,,영업/정상,,,,,0,365-862,27863,농업회사법인 오비아코리아유한회사,종오리업,I,L00,2025-12-15 16:15:28,충청북도 진천군 문백면 사양*길 **-**,정상,0000,01,,240863.062853396    ,370151.271204717    ,충청북도 진천군 문백면 사양리 ***-* ,종오리업,종축업,495,2023-11-28 09:51:46
4450000,445000000220090004,2009-07-31,,영업/정상,,,,,0,365-861,,농업회사법인 주식회사 주원산오리,종오리업,I,L00,2025-12-15 16:15:28,,정상,0000,01,,239761.134644663    ,363462.749609051    ,충청북도 진천군 문백면 도하리 **-* ,종오리업,종축업,477,2017-02-06 16:32:08
4450000,445000000220070001,2007-02-27,,영업/정상,,,,,0,365-841,27855,농업회사법인(주) 안성 진천지점,종계업,I,L00,2025-12-15 16:15:28,충청북도 진천군 덕산읍 구산*길 **-**,정상,0000,01,,,,충청북도 진천군 덕산읍 구산리 ,종계업,종축업,383,2018-07-19 10:44:47
4450000,445000000220060003,2006-12-07,,영업/정상,2006-12-07,,,,0,365-802,,유전자원(주)육종GP,종돈업,I,000,2025-12-15 16:15:28,,정상,0000,01,,,,충청북도 진천군 진천읍 장관리 산 ** ,종돈업,종축업,375,2006-12-07 15:10:25
4450000,445000000220090003,2009-07-31,,폐업,2017-01-06,,,,0,365-821,,농업회사법인 주식회사 주원산오리,종오리업,I,L00,2025-12-15 16:15:28,,폐업,0002,03,,,,충청북도 진천군 이월면 송림리 산 ** ,종오리업,종축업,476,2017-01-09 15:02:36
4450000,445000000220040001,2004-06-01,,휴업,,2009-05-18,,,0,365-861,,국민농장,종돈업,I,000,2025-12-15 16:15:28,,휴업,0001,02,,,,충청북도 진천군 문백면 봉죽리 *** ,종돈업,종축업,11,2009-05-18 11:18:45
4450000,445000000220060002,2006-06-15,,휴업,,2009-08-21,,,0,365-861,,보성농장,종돈업,I,000,2025-12-15 16:15:28,,휴업,0001,02,,,,충청북도 진천군 문백면 도하리 *** ,종돈업,종축업,368,2009-08-25 09:26:38
4450000,445000000220090002,2009-07-24,,폐업,2017-07-24,,,,0,365-841,,단비농장,종오리업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,,,충청북도 진천군 덕산읍 두촌리 **-* ,종오리업,종축업,474,2017-07-28 13:27:47
4450000,445000000220070002,2007-08-24,,폐업,2010-03-04,,,,0,365-862,,농업회사법인 유한회사 대륜,종돈업,I,L00,2025-12-15 16:15:28,,폐업,0002,03,,240863.062853396    ,370151.271204717    ,충청북도 진천군 문백면 사양리 ***-* ,종돈업,종축업,399,2010-03-04 10:05:45
4450000,445000000220050001,2005-10-24,,폐업,2018-01-11,,,,0,365-823,,미래농원,종계업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,241287.421642887    ,379150.563822588    ,충청북도 진천군 이월면 삼용리 ***-** ,종계업,종축업,269,2018-01-11 15:09:10
4450000,445000000220040004,2004-06-03,,폐업,2010-10-19,,,,0,365-863,,고려농산,종계업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,242132.402968879    ,363521.51423951     ,충청북도 진천군 문백면 은탄리 ***-* ,종계업,종축업,14,2010-10-19 09:14:32
4450000,445000000220040003,2004-06-03,,폐업,2010-10-19,,,,0,365-863,,오창농장,종계업,I,000,2025-12-15 16:15:28,,폐업,0002,03,,242056.877930884    ,363501.060230673    ,충청북도 진천군 문백면 은탄리 산 **-* ,종계업,종축업,13,2010-10-19 09:21:55
4450000,445000000220090001,2009-07-14,,취소/말소/만료/정지/중지,,,,,0,365-861,,원천종오리농장,종오리업,I,000,2025-12-15 16:15:28,,말소,0004,04,,,,충청북도 진천군 문백면 계산리 *** ,종오리업,종축업,471,2010-06-23 10:34:05
4450000,445000000220040002,2006-12-07,,영업/정상,,,,,0,365-802,27843,농업회사법인 (주) 선진한마을 육종GP,종돈업,I,L00,2025-12-15 16:15:28,충청북도 진천군 진천읍 장수로 ***,정상,0000,01,0435336174,,,충청북도 진천군 진천읍 장관리 산 ** ,종돈업,종축업,12,2022-01-20 15:29:40
4460000,446000000220080001,2008-05-01,,영업/정상,,,,,0,367-845,,우진종계장,종계업,I,000,2025-12-15 16:15:28,충청북도 괴산군 청천면 금평로*길 **,정상,0000,01,,,,충청북도 괴산군 청천면 금평리 ** ,종계업,종축업,413,2008-05-01 15:07:14
4460000,446000000220100001,2010-04-06,,영업/정상,,,,,0,367-882,,부성축산,종계업,I,000,2025-12-15 16:15:28,충청북도 괴산군 연풍면 중앙로 *** (외*필지),정상,0000,01,,,,충청북도 괴산군 연풍면 주진리 ** 외*필지 ,종계업,종축업,502,2012-12-05 11:51:45
4460000,446000000220200001,2020-01-29,,영업/정상,,,,,,,28046,엘디팜영농조합법인,종돈업,I,L00,2025-12-15 16:15:28,충청북도 괴산군 사리면 사리로 ***-*,정상,0000,01,0438367683,257639.332618396    ,369273.229362927    ,충청북도 괴산군 사리면 사담리 ***-* ,종돈업,종축업,1204,2020-01-29 11:38:14
4460000,446000000220180001,2018-08-30,,영업/정상,,,,,,,28063,괴산농장,종오리업,I,L00,2025-12-15 16:15:28,충청북도 괴산군 청천면 괴산로 ****-**,정상,0000,01,,,,충청북도 괴산군 청천면 강평리 *** ,종오리업,종축업,1173,2020-12-31 10:25:41
